l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,cn_regionkey,c_mktsegment,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,0,MACHINERY,2,0.06,0.03,16,Brand#33,15,MED PACK,5,0,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,4,FURNITURE,3,0.01,0,6,Brand#35,11,SM CASE,43,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,0,MACHINERY,1,0.01,0.04,11,Brand#24,15,MED PACK,17,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,0,MACHINERY,3,0.08,0,12,Brand#24,0,JUMBO PACK,1,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,3,MACHINERY,5,0.03,0.08,19,Brand#35,19,SM DRUM,48,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,4,HOUSEHOLD,1,0.04,0.09,8,Brand#43,4,MED PACK,22,1,1
F,F,R,COLLECT COD,2,Manufacturer#5,3,BUILDING,2,0.07,0.01,8,Brand#54,6,WRAP PKG,32,0,1
F,F,A,NONE,1,Manufacturer#1,4,MACHINERY,1,0.02,0.08,17,Brand#11,11,WRAP PACK,11,1,1
F,F,A,NONE,4,Manufacturer#4,3,BUILDING,1,0.03,0.05,11,Brand#43,19,SM BAG,10,0,0
F,F,R,COLLECT COD,4,Manufacturer#3,4,HOUSEHOLD,3,0.06,0.08,4,Brand#34,4,JUMBO DRUM,49,0,1
F,F,R,NONE,0,Manufacturer#4,0,AUTOMOBILE,4,0.02,0.07,0,Brand#43,5,JUMBO CASE,44,1,0
F,F,R,NONE,2,Manufacturer#3,0,AUTOMOBILE,5,0.08,0.02,8,Brand#35,5,MED PACK,17,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,2,HOUSEHOLD,2,0.06,0.05,17,Brand#51,18,JUMBO PACK,28,0,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,3,BUILDING,1,0.07,0.1,0,Brand#41,19,SM DRUM,10,0,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,3,AUTOMOBILE,5,0.04,0.06,1,Brand#15,23,LG JAR,23,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,2,AUTOMOBILE,2,0.05,0.05,6,Brand#43,9,MED BOX,16,0,1
F,F,R,NONE,2,Manufacturer#2,3,FURNITURE,1,0.02,0.05,12,Brand#24,7,MED BAG,4,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,1,FURNITURE,3,0.07,0.06,11,Brand#24,24,MED PACK,43,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,1,BUILDING,2,0.02,0.07,21,Brand#32,2,WRAP BOX,5,1,0
F,F,A,NONE,1,Manufacturer#2,2,AUTOMOBILE,1,0.05,0.03,2,Brand#21,18,LG DRUM,44,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4,HOUSEHOLD,5,0.05,0.08,23,Brand#43,20,WRAP DRUM,49,0,0
F,F,R,COLLECT COD,4,Manufacturer#2,0,MACHINERY,2,0.05,0.03,10,Brand#21,0,SM BOX,32,1,1
F,F,R,NONE,1,Manufacturer#5,2,MACHINERY,4,0.08,0.07,17,Brand#55,18,SM JAR,18,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,0,MACHINERY,6,0.03,0,11,Brand#32,15,MED DRUM,26,1,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,3,FURNITURE,3,0.05,0.05,7,Brand#24,6,WRAP JAR,9,0,0
F,F,R,COLLECT COD,1,Manufacturer#3,0,FURNITURE,3,0.03,0.01,2,Brand#35,14,SM DRUM,34,0,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,2,AUTOMOBILE,1,0.02,0.01,8,Brand#25,21,MED CASE,4,1,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,0,MACHINERY,5,0.05,0.04,2,Brand#22,5,WRAP PKG,6,1,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,1,FURNITURE,3,0.02,0.07,11,Brand#52,24,LG PACK,1,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4,AUTOMOBILE,2,0.02,0.05,19,Brand#11,20,JUMBO PACK,27,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,4,FURNITURE,1,0.05,0.08,12,Brand#45,11,WRAP CASE,46,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,2,AUTOMOBILE,3,0,0.1,21,Brand#32,21,WRAP CAN,20,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,2,AUTOMOBILE,4,0.08,0.02,17,Brand#22,21,JUMBO CAN,6,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,1,BUILDING,5,0.07,0.03,20,Brand#24,24,LG PKG,19,0,0
F,F,A,COLLECT COD,3,Manufacturer#3,0,AUTOMOBILE,6,0.03,0.02,22,Brand#34,0,LG BAG,43,1,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4,BUILDING,1,0.02,0,22,Brand#35,4,LG DRUM,30,1,0
F,F,A,COLLECT COD,4,Manufacturer#3,4,BUILDING,4,0.01,0.05,10,Brand#35,4,JUMBO PACK,28,1,0
F,F,R,NONE,4,Manufacturer#5,0,MACHINERY,4,0.08,0.02,20,Brand#55,14,LG JAR,41,0,0
F,F,A,NONE,3,Manufacturer#1,2,AUTOMOBILE,1,0.07,0.01,23,Brand#15,12,SM CASE,22,0,0
F,F,R,NONE,2,Manufacturer#1,3,BUILDING,3,0.02,0.09,9,Brand#11,6,MED CAN,47,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,4,MACHINERY,2,0.08,0.01,12,Brand#42,4,WRAP DRUM,48,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,0,HOUSEHOLD,3,0.01,0.09,14,Brand#52,14,MED CAN,2,1,0
F,F,R,NONE,3,Manufacturer#2,4,BUILDING,7,0.05,0.1,19,Brand#22,11,LG PKG,4,1,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,4,FURNITURE,3,0.01,0.06,2,Brand#42,13,SM JAR,38,1,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4,FURNITURE,4,0,0.02,7,Brand#33,10,LG PACK,46,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,3,AUTOMOBILE,1,0.04,0.07,0,Brand#14,23,SM BAG,14,1,0
F,F,R,COLLECT COD,4,Manufacturer#3,0,HOUSEHOLD,1,0,0.01,20,Brand#31,0,SM PACK,28,1,0
F,F,R,NONE,1,Manufacturer#2,0,HOUSEHOLD,4,0.07,0.09,3,Brand#23,14,JUMBO BAG,36,1,0
F,F,R,COLLECT COD,1,Manufacturer#2,2,AUTOMOBILE,3,0.03,0.02,24,Brand#22,8,LG DRUM,20,1,1
F,F,A,NONE,3,Manufacturer#4,0,FURNITURE,2,0.05,0.07,23,Brand#44,0,JUMBO BOX,32,1,1
F,F,R,COLLECT COD,2,Manufacturer#5,0,FURNITURE,4,0.01,0.1,18,Brand#55,0,JUMBO BOX,8,0,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,3,MACHINERY,3,0.04,0.02,8,Brand#24,7,JUMBO CAN,29,1,1
F,F,R,NONE,0,Manufacturer#5,1,MACHINERY,5,0.04,0.1,15,Brand#52,3,JUMBO DRUM,36,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,4,MACHINERY,2,0.04,0.09,17,Brand#34,4,WRAP BOX,3,0,1
F,F,A,NONE,2,Manufacturer#1,0,AUTOMOBILE,1,0.03,0.07,21,Brand#13,0,WRAP BAG,33,1,0
F,F,A,COLLECT COD,3,Manufacturer#5,0,HOUSEHOLD,3,0.03,0.07,6,Brand#53,0,MED PKG,49,1,0
F,F,R,NONE,4,Manufacturer#3,0,BUILDING,2,0.06,0.01,4,Brand#32,5,JUMBO BAG,3,1,0
F,F,R,NONE,1,Manufacturer#3,0,HOUSEHOLD,2,0.05,0.04,3,Brand#34,0,SM JAR,35,0,1
F,F,A,COLLECT COD,2,Manufacturer#3,2,FURNITURE,1,0.06,0.08,12,Brand#34,9,JUMBO PACK,32,0,1
F,F,A,COLLECT COD,2,Manufacturer#2,3,HOUSEHOLD,4,0.04,0.06,8,Brand#25,7,SM DRUM,49,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,2,FURNITURE,2,0.06,0.09,2,Brand#42,8,MED CASE,31,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,3,HOUSEHOLD,4,0.05,0.06,20,Brand#33,6,JUMBO BOX,49,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,3,HOUSEHOLD,6,0.02,0.03,8,Brand#13,6,SM PKG,13,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,3,BUILDING,2,0.04,0.07,23,Brand#12,7,SM PKG,13,1,1
F,F,R,NONE,4,Manufacturer#2,4,BUILDING,1,0.05,0.04,20,Brand#22,11,LG BOX,22,1,1
F,F,R,COLLECT COD,4,Manufacturer#1,2,AUTOMOBILE,4,0.08,0.09,4,Brand#14,9,MED PACK,9,0,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,1,HOUSEHOLD,4,0.03,0.04,3,Brand#55,24,MED BAG,44,0,0
F,F,A,COLLECT COD,3,Manufacturer#4,0,FURNITURE,3,0.02,0.04,6,Brand#45,14,MED PKG,49,1,1
F,F,R,NONE,4,Manufacturer#5,0,BUILDING,5,0.08,0.07,10,Brand#55,0,LG BAG,26,1,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,0,BUILDING,6,0.05,0.1,3,Brand#53,0,LG BOX,32,0,0
F,F,A,COLLECT COD,2,Manufacturer#4,1,HOUSEHOLD,1,0.01,0.08,9,Brand#42,3,WRAP BAG,18,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,4,MACHINERY,1,0,0.03,2,Brand#52,20,JUMBO CASE,49,1,0
F,F,A,NONE,2,Manufacturer#2,2,AUTOMOBILE,3,0.04,0.07,18,Brand#24,8,LG BAG,4,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,3,AUTOMOBILE,3,0.06,0.1,6,Brand#33,7,LG BOX,36,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,3,BUILDING,6,0.01,0.05,0,Brand#52,6,SM BOX,15,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4,FURNITURE,1,0.07,0.03,9,Brand#14,4,WRAP CAN,29,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,3,HOUSEHOLD,4,0.02,0.05,8,Brand#15,23,LG BAG,50,0,1
F,F,R,COLLECT COD,3,Manufacturer#1,3,HOUSEHOLD,1,0.07,0,7,Brand#13,23,SM CAN,37,1,1
F,F,A,COLLECT COD,2,Manufacturer#1,2,FURNITURE,3,0,0.03,9,Brand#11,21,SM PACK,18,1,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,4,FURNITURE,6,0.02,0.07,3,Brand#53,4,JUMBO PKG,15,1,0
F,F,R,COLLECT COD,1,Manufacturer#3,0,MACHINERY,1,0.01,0.05,1,Brand#32,14,SM BOX,45,0,0
F,F,A,COLLECT COD,4,Manufacturer#2,2,MACHINERY,1,0.07,0.1,13,Brand#24,9,WRAP BOX,46,1,0
F,F,A,COLLECT COD,2,Manufacturer#5,3,MACHINERY,2,0.02,0.04,8,Brand#52,23,JUMBO BAG,42,0,0
F,F,R,COLLECT COD,3,Manufacturer#4,2,BUILDING,3,0.07,0.07,7,Brand#42,21,SM DRUM,50,1,0
F,F,R,NONE,2,Manufacturer#1,2,BUILDING,5,0.08,0.09,12,Brand#14,12,WRAP DRUM,27,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2,AUTOMOBILE,5,0.04,0.05,20,Brand#51,18,SM JAR,44,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,4,HOUSEHOLD,1,0.04,0.08,14,Brand#42,4,JUMBO CAN,37,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,4,AUTOMOBILE,2,0.01,0.09,9,Brand#22,10,MED JAR,30,1,1
F,F,A,NONE,3,Manufacturer#4,2,AUTOMOBILE,2,0.05,0.05,19,Brand#43,9,WRAP BOX,28,0,1
F,F,A,NONE,3,Manufacturer#2,4,HOUSEHOLD,7,0.05,0,7,Brand#22,20,WRAP CASE,18,0,0
F,F,A,COLLECT COD,3,Manufacturer#2,2,FURNITURE,7,0.02,0.09,6,Brand#23,21,SM BOX,25,0,0
F,F,A,COLLECT COD,1,Manufacturer#4,1,MACHINERY,2,0.02,0.1,1,Brand#43,1,WRAP PKG,29,0,1
F,F,R,COLLECT COD,3,Manufacturer#4,0,BUILDING,1,0.05,0,7,Brand#42,0,WRAP CASE,13,0,1
F,F,R,NONE,2,Manufacturer#5,0,BUILDING,2,0.02,0.02,12,Brand#52,0,MED CAN,8,0,1
F,F,A,COLLECT COD,4,Manufacturer#3,1,BUILDING,4,0,0.05,13,Brand#34,17,SM PKG,50,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,0,BUILDING,2,0.04,0.02,4,Brand#11,15,LG CASE,28,1,0
F,F,A,NONE,0,Manufacturer#3,3,HOUSEHOLD,4,0.05,0.09,0,Brand#34,23,LG BOX,5,1,0
F,F,A,COLLECT COD,2,Manufacturer#5,2,MACHINERY,3,0,0.07,9,Brand#53,9,SM CAN,32,1,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,2,MACHINERY,4,0.03,0.06,0,Brand#54,9,JUMBO JAR,24,1,1
F,F,A,COLLECT COD,2,Manufacturer#1,3,MACHINERY,2,0.03,0.03,18,Brand#13,6,WRAP PKG,17,0,1
F,F,R,COLLECT COD,2,Manufacturer#1,3,BUILDING,6,0.02,0.1,12,Brand#11,23,MED BAG,33,0,0
F,F,A,NONE,2,Manufacturer#1,1,BUILDING,3,0.08,0.1,21,Brand#15,17,JUMBO CASE,44,1,1
F,F,A,COLLECT COD,2,Manufacturer#2,1,BUILDING,4,0.07,0,12,Brand#25,17,LG CASE,28,1,1
F,F,R,NONE,3,Manufacturer#3,4,HOUSEHOLD,4,0.07,0.06,6,Brand#32,4,SM PACK,37,0,0
F,F,R,COLLECT COD,4,Manufacturer#2,3,MACHINERY,4,0.05,0.1,4,Brand#24,23,SM DRUM,30,1,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,1,FURNITURE,2,0.06,0.07,22,Brand#25,1,WRAP DRUM,39,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,1,HOUSEHOLD,1,0,0.05,1,Brand#31,17,LG CASE,13,1,0
F,F,R,COLLECT COD,3,Manufacturer#5,2,AUTOMOBILE,4,0.06,0.03,23,Brand#54,9,JUMBO BAG,14,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,2,AUTOMOBILE,1,0.05,0.05,12,Brand#42,9,LG CAN,18,1,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1,AUTOMOBILE,5,0.07,0.07,6,Brand#15,3,WRAP JAR,42,1,0
F,F,R,COLLECT COD,3,Manufacturer#2,3,HOUSEHOLD,1,0.06,0.08,22,Brand#23,7,MED DRUM,31,1,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,0,BUILDING,2,0.06,0.02,24,Brand#12,15,WRAP BOX,42,1,1
F,F,A,NONE,4,Manufacturer#5,3,HOUSEHOLD,2,0.02,0.02,11,Brand#53,19,WRAP PKG,26,1,0
F,F,A,NONE,1,Manufacturer#5,0,BUILDING,4,0.03,0.02,24,Brand#54,14,JUMBO PACK,31,0,1
F,F,A,COLLECT COD,4,Manufacturer#2,4,FURNITURE,1,0.01,0.08,10,Brand#25,4,SM DRUM,21,0,0
F,F,A,COLLECT COD,1,Manufacturer#1,1,MACHINERY,7,0.04,0.07,24,Brand#11,1,WRAP DRUM,24,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,4,AUTOMOBILE,1,0.01,0.01,2,Brand#31,4,SM BAG,50,0,0
F,F,R,COLLECT COD,0,Manufacturer#1,2,FURNITURE,3,0.03,0.08,5,Brand#15,21,JUMBO BOX,19,1,0
F,F,A,NONE,2,Manufacturer#2,2,AUTOMOBILE,1,0.05,0.04,8,Brand#24,18,MED CAN,31,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,2,FURNITURE,4,0.06,0.04,11,Brand#13,9,JUMBO CAN,38,1,0
F,F,A,NONE,4,Manufacturer#4,2,FURNITURE,3,0.03,0.07,10,Brand#41,18,LG BAG,7,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,2,AUTOMOBILE,1,0.03,0.07,14,Brand#23,18,JUMBO DRUM,44,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,4,FURNITURE,6,0.07,0.02,6,Brand#21,13,LG JAR,11,0,0
F,F,R,COLLECT COD,2,Manufacturer#5,3,MACHINERY,1,0,0.02,9,Brand#54,7,SM DRUM,22,1,0
F,F,R,COLLECT COD,4,Manufacturer#5,4,FURNITURE,3,0.07,0.1,20,Brand#54,13,MED DRUM,50,0,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,3,BUILDING,6,0,0.07,5,Brand#32,7,LG PACK,10,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,4,AUTOMOBILE,2,0.07,0.1,4,Brand#33,10,MED CAN,37,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,2,HOUSEHOLD,1,0.08,0.04,24,Brand#15,18,LG CASE,40,0,0
F,F,A,NONE,3,Manufacturer#5,1,FURNITURE,1,0.02,0.06,22,Brand#54,1,SM DRUM,9,0,1
F,F,R,COLLECT COD,4,Manufacturer#3,4,MACHINERY,4,0.07,0.01,10,Brand#34,13,LG PACK,12,0,0
F,F,R,NONE,1,Manufacturer#3,2,HOUSEHOLD,6,0.02,0.03,1,Brand#33,8,LG CASE,23,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,2,HOUSEHOLD,5,0.01,0,11,Brand#41,18,WRAP PACK,47,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,2,HOUSEHOLD,2,0.08,0.07,9,Brand#13,21,LG PACK,3,1,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,4,AUTOMOBILE,4,0.06,0.05,1,Brand#42,4,WRAP BOX,1,0,1
F,F,R,NONE,4,Manufacturer#1,1,BUILDING,4,0.03,0.06,4,Brand#14,1,WRAP CAN,29,0,0
F,F,R,NONE,2,Manufacturer#3,0,MACHINERY,2,0,0.05,21,Brand#32,15,WRAP CASE,21,1,1
F,F,A,NONE,2,Manufacturer#1,2,FURNITURE,6,0.08,0.05,12,Brand#15,8,LG PACK,21,0,1
F,F,R,COLLECT COD,1,Manufacturer#1,4,AUTOMOBILE,1,0.07,0.07,3,Brand#14,4,SM CASE,33,0,1
F,F,A,COLLECT COD,0,Manufacturer#4,0,MACHINERY,5,0.02,0.05,14,Brand#41,5,WRAP JAR,47,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,0,FURNITURE,3,0.04,0.02,2,Brand#51,0,JUMBO PKG,4,1,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,0,FURNITURE,5,0.06,0,11,Brand#43,0,SM JAR,20,0,0
F,F,A,NONE,1,Manufacturer#5,2,MACHINERY,2,0.07,0.01,24,Brand#52,12,LG PACK,21,0,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,0,HOUSEHOLD,2,0.06,0.05,15,Brand#23,14,JUMBO PKG,6,0,0
F,F,R,NONE,0,Manufacturer#5,3,HOUSEHOLD,1,0.03,0.07,15,Brand#54,7,LG BAG,47,0,0
F,F,A,COLLECT COD,2,Manufacturer#1,3,HOUSEHOLD,4,0,0,12,Brand#14,7,LG BOX,33,0,0
F,F,R,NONE,4,Manufacturer#2,2,FURNITURE,1,0.07,0.03,20,Brand#21,12,MED CASE,8,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,2,MACHINERY,4,0.05,0.04,9,Brand#41,12,SM CASE,17,1,1
F,F,A,NONE,2,Manufacturer#2,0,BUILDING,1,0.07,0.03,8,Brand#22,16,JUMBO BOX,19,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,2,BUILDING,6,0.04,0.03,6,Brand#45,8,LG JAR,8,0,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,3,HOUSEHOLD,5,0.04,0.1,15,Brand#25,6,LG CAN,11,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,2,BUILDING,1,0.01,0.01,14,Brand#43,12,LG BOX,16,1,0
F,F,A,NONE,2,Manufacturer#2,3,AUTOMOBILE,3,0.05,0.01,9,Brand#25,19,JUMBO JAR,39,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,2,HOUSEHOLD,1,0.05,0.02,12,Brand#13,8,WRAP JAR,1,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,0,MACHINERY,4,0.08,0.02,2,Brand#53,15,MED CAN,5,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,2,AUTOMOBILE,2,0.03,0.04,7,Brand#52,12,WRAP PACK,42,1,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,4,HOUSEHOLD,5,0.07,0.08,15,Brand#41,10,MED DRUM,20,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,1,FURNITURE,3,0.05,0.01,20,Brand#44,3,JUMBO DRUM,26,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,2,HOUSEHOLD,5,0.07,0.04,2,Brand#55,9,SM BOX,32,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,3,HOUSEHOLD,1,0.02,0.07,8,Brand#15,6,LG CAN,4,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,1,BUILDING,4,0.06,0.07,1,Brand#42,2,WRAP DRUM,35,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,0,BUILDING,1,0.04,0.04,1,Brand#35,14,JUMBO CASE,42,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,4,AUTOMOBILE,2,0.08,0.09,4,Brand#13,4,JUMBO PKG,20,0,0
F,F,A,COLLECT COD,1,Manufacturer#1,2,FURNITURE,3,0.08,0.03,3,Brand#11,9,LG BAG,2,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4,FURNITURE,5,0.04,0.03,18,Brand#12,10,MED JAR,15,0,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,3,MACHINERY,2,0.08,0.06,24,Brand#15,7,MED CAN,35,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,4,AUTOMOBILE,7,0.04,0.03,20,Brand#22,10,SM DRUM,22,0,0
F,F,A,COLLECT COD,4,Manufacturer#2,0,AUTOMOBILE,4,0.06,0.04,20,Brand#23,0,MED PKG,16,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,0,AUTOMOBILE,2,0.05,0.03,3,Brand#15,16,WRAP BAG,29,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,1,HOUSEHOLD,1,0.08,0.08,20,Brand#43,3,JUMBO DRUM,14,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,0,HOUSEHOLD,6,0.08,0.09,13,Brand#32,14,LG JAR,20,1,0
F,F,R,NONE,0,Manufacturer#1,1,MACHINERY,2,0.07,0.04,15,Brand#11,1,LG CASE,31,1,1
F,F,R,NONE,2,Manufacturer#5,4,AUTOMOBILE,1,0.07,0.06,12,Brand#52,4,WRAP DRUM,38,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,0,AUTOMOBILE,2,0.01,0.07,21,Brand#44,5,JUMBO PKG,28,0,1
F,F,R,COLLECT COD,3,Manufacturer#1,1,MACHINERY,1,0,0.06,19,Brand#12,2,JUMBO JAR,39,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,4,AUTOMOBILE,3,0.03,0.01,4,Brand#14,20,SM BAG,12,1,1
F,F,A,COLLECT COD,3,Manufacturer#1,0,AUTOMOBILE,2,0.07,0.04,23,Brand#12,16,WRAP PACK,24,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,3,HOUSEHOLD,5,0.04,0.03,12,Brand#31,19,LG DRUM,43,1,0
F,F,A,COLLECT COD,4,Manufacturer#5,2,BUILDING,3,0.06,0.08,13,Brand#54,12,SM BAG,43,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,0,AUTOMOBILE,3,0.06,0.09,12,Brand#24,14,WRAP BAG,20,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,4,BUILDING,4,0.08,0.05,2,Brand#31,11,SM BAG,50,0,1
F,F,R,COLLECT COD,3,Manufacturer#4,0,FURNITURE,3,0.02,0.1,7,Brand#42,16,SM JAR,49,0,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,3,AUTOMOBILE,2,0.04,0.06,10,Brand#13,6,SM PACK,22,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,4,AUTOMOBILE,2,0.08,0.06,20,Brand#42,10,WRAP BOX,46,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,3,BUILDING,4,0.08,0.06,2,Brand#15,7,JUMBO BOX,18,1,0
F,F,A,NONE,1,Manufacturer#3,1,HOUSEHOLD,2,0.01,0.08,2,Brand#34,1,WRAP CAN,29,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,3,BUILDING,3,0.01,0.1,3,Brand#45,22,MED DRUM,44,1,0
F,F,R,COLLECT COD,0,Manufacturer#3,0,MACHINERY,1,0.08,0.04,15,Brand#32,15,JUMBO DRUM,40,1,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,4,MACHINERY,1,0.06,0.06,3,Brand#23,4,MED BOX,27,1,0
F,F,R,COLLECT COD,4,Manufacturer#2,4,FURNITURE,2,0.04,0.05,20,Brand#24,11,MED BOX,29,0,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,3,BUILDING,1,0.03,0,15,Brand#23,22,SM CAN,5,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,2,BUILDING,2,0.06,0.05,12,Brand#41,8,SM PKG,15,0,1
F,F,A,NONE,0,Manufacturer#3,3,AUTOMOBILE,4,0.07,0.02,15,Brand#33,19,JUMBO BAG,23,0,0
F,F,A,NONE,3,Manufacturer#2,2,BUILDING,6,0.08,0.06,7,Brand#22,8,MED JAR,24,1,0
F,F,R,COLLECT COD,0,Manufacturer#1,4,HOUSEHOLD,1,0.01,0.09,5,Brand#15,20,LG PACK,22,1,0
F,F,A,NONE,3,Manufacturer#1,2,MACHINERY,1,0.06,0.1,19,Brand#15,21,SM JAR,13,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,3,HOUSEHOLD,1,0.03,0.1,21,Brand#22,23,JUMBO JAR,34,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,1,HOUSEHOLD,6,0.04,0.04,17,Brand#11,3,LG PKG,44,0,1
F,F,R,COLLECT COD,3,Manufacturer#3,1,HOUSEHOLD,4,0.05,0.1,7,Brand#33,3,LG PACK,46,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,4,BUILDING,2,0.01,0.04,15,Brand#11,20,LG BAG,47,1,0
F,F,A,NONE,4,Manufacturer#2,0,MACHINERY,1,0.06,0.01,13,Brand#23,15,WRAP PACK,9,0,0
F,F,R,NONE,0,Manufacturer#4,0,AUTOMOBILE,2,0.05,0.03,15,Brand#41,15,WRAP PACK,38,0,1
